project_code,risk_score,overall_risk,cost_risk_level,time_risk_level,num_warnings,explanation
703057,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.9% probability).

Early Warning:
Project requires closer monitoring."
702949,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.5% probability).

Early Warning:
Project requires closer monitoring."
702958,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.5% probability).

Early Warning:
Project requires closer monitoring."
400426,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 296.5% of original time elapsed, but only 28.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
400141,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.2% probability).

Early Warning:
Project requires closer monitoring."
400299,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (72.4% probability).

Early Warning:
Project requires closer monitoring."
709831,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.6% probability).

Early Warning:
Project requires closer monitoring."
709832,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.0% probability).

Early Warning:
Project requires closer monitoring."
613008,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 195.2% of original time elapsed, but only 44.5% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
606112,4,HIGH,LOW,HIGH,2,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (87.9% probability).
* Significant expenditure-progress mismatch. Expenditure is 173.1% but physical progress is only 98.0% (Gap: 75.2%).

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
606013,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.6% probability).

Early Warning:
Project requires closer monitoring."
612851,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.7% probability).

Early Warning:
Project requires closer monitoring."
616886,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 115.4% of original time elapsed, but only 14.0% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
612916,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.6% probability).

Early Warning:
Project requires closer monitoring."
602099,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.0% probability).

Early Warning:
Project requires closer monitoring."
612128,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.3% probability).

Early Warning:
Project requires closer monitoring."
612894,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.8% probability).

Early Warning:
Project requires closer monitoring."
602098,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.5% probability).

Early Warning:
Project requires closer monitoring."
606431,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (90.6% probability).

Early Warning:
Project requires closer monitoring."
612885,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (81.8% probability).

Early Warning:
Project requires closer monitoring."
612876,2,MEDIUM,LOW,LOW,2,"Overall Risk: MEDIUM

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 35.3% but physical progress is only 4.0% (Gap: 31.3%).
* Low progress near planned completion. 108.6% of original time elapsed, but only 4.0% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
613013,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (70.4% probability).

Early Warning:
Project requires closer monitoring."
610315,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.2% probability).

Early Warning:
Project requires closer monitoring."
611961,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 96.4% of original time elapsed, but only 10.4% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
612877,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.3% probability).

Early Warning:
Project requires closer monitoring."
605292,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.6% probability).

Early Warning:
Project requires closer monitoring."
609736,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.8% probability).

Early Warning:
Project requires closer monitoring."
609996,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.2% probability).

Early Warning:
Project requires closer monitoring."
606479,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.9% probability).

Early Warning:
Project requires closer monitoring."
609019,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.5% probability).

Early Warning:
Project requires closer monitoring."
400081,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (96.5% probability).

Early Warning:
Project requires closer monitoring."
604833,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (74.3% probability).

Early Warning:
Project requires closer monitoring."
709759,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.8% probability).

Early Warning:
Project requires closer monitoring."
400043,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.7% probability).

Early Warning:
Project requires closer monitoring."
400301,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (95.4% probability).

Early Warning:
Project requires closer monitoring."
400012,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.3% probability).

Early Warning:
Project requires closer monitoring."
604852,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (70.4% probability).

Early Warning:
Project requires closer monitoring."
701349,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.7% probability).

Early Warning:
Project requires closer monitoring."
400120,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.3% probability).

Early Warning:
Project requires closer monitoring."
709752,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (80.4% probability).

Early Warning:
Project requires closer monitoring."
604791,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.2% probability).

Early Warning:
Project requires closer monitoring."
604863,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.8% probability).

Early Warning:
Project requires closer monitoring."
616858,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.4% probability).

Early Warning:
Project requires closer monitoring."
709776,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (77.8% probability).

Early Warning:
Project requires closer monitoring."
709865,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.4% probability).

Early Warning:
Project requires closer monitoring."
701324,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (93.3% probability).

Early Warning:
Project requires closer monitoring."
709777,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (80.2% probability).

Early Warning:
Project requires closer monitoring."
400087,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.8% probability).

Early Warning:
Project requires closer monitoring."
400167,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.2% probability).

Early Warning:
Project requires closer monitoring."
400169,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.6% probability).

Early Warning:
Project requires closer monitoring."
701329,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (82.8% probability).

Early Warning:
Project requires closer monitoring."
709778,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (83.0% probability).

Early Warning:
Project requires closer monitoring."
709840,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.3% probability).

Early Warning:
Project requires closer monitoring."
709841,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.0% probability).

Early Warning:
Project requires closer monitoring."
709845,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (71.0% probability).

Early Warning:
Project requires closer monitoring."
604853,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (76.4% probability).

Early Warning:
Project requires closer monitoring."
611917,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.2% probability).

Early Warning:
Project requires closer monitoring."
701289,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.0% probability).

Early Warning:
Project requires closer monitoring."
709783,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (90.8% probability).

Early Warning:
Project requires closer monitoring."
612790,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.3% probability).

Early Warning:
Project requires closer monitoring."
701338,3,HIGH,LOW,MEDIUM,2,"Overall Risk: HIGH

Reasons:
* Significant expenditure-progress mismatch. Expenditure is 81.0% but physical progress is only 47.0% (Gap: 34.0%).
* Low progress near planned completion. 80.7% of original time elapsed, but only 47.0% physical progress.

Early Warning:
Project requires closer monitoring due to financial/physical progress divergence."
709774,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.6% probability).

Early Warning:
Project requires closer monitoring."
400168,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (70.6% probability).

Early Warning:
Project requires closer monitoring."
604859,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.6% probability).

Early Warning:
Project requires closer monitoring."
400119,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.1% probability).

Early Warning:
Project requires closer monitoring."
709839,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.6% probability).

Early Warning:
Project requires closer monitoring."
709848,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (89.8% probability).

Early Warning:
Project requires closer monitoring."
709849,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (91.7% probability).

Early Warning:
Project requires closer monitoring."
709851,1,LOW,LOW,MEDIUM,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 80.9% of original time elapsed, but only 47.4% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
400171,3,HIGH,MEDIUM,HIGH,1,"Overall Risk: HIGH

Reasons:
* High predicted schedule risk (85.4% probability).

Early Warning:
Project requires closer monitoring."
612853,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (81.1% probability).

Early Warning:
Project requires closer monitoring."
701330,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.9% probability).

Early Warning:
Project requires closer monitoring."
604795,0,LOW,LOW,LOW,1,"Overall Risk: LOW

Reasons:
* Low progress near planned completion. 128.9% of original time elapsed, but only 10.2% physical progress.

Early Warning:
Project requires closer monitoring due to potential stalled progress near deadline."
701228,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.5% probability).

Early Warning:
Project requires closer monitoring."
709750,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (92.3% probability).

Early Warning:
Project requires closer monitoring."
701346,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (94.2% probability).

Early Warning:
Project requires closer monitoring."
709837,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (88.0% probability).

Early Warning:
Project requires closer monitoring."
617302,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (86.0% probability).

Early Warning:
Project requires closer monitoring."
617837,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (85.3% probability).

Early Warning:
Project requires closer monitoring."
701344,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (84.1% probability).

Early Warning:
Project requires closer monitoring."
709753,2,MEDIUM,LOW,HIGH,1,"Overall Risk: MEDIUM

Reasons:
* High predicted schedule risk (87.1% probability).

Early Warning:
Project requires closer monitoring."
